city,state,year,month,model,pm2.5_0,pm2.5_1,pm2.5_2,pm2.5_3,pm2.5_4,pm2.5_5,pm2.5_6,pm2.5_7,pm2.5_8,pm2.5_9
Agra,Uttar Pradesh,2023,October,google/gemma-2-27b-it,121.0,112.0,112.0,112.0,125.0,125.0,102.0,125.0,112.0,125.0
Agra,Uttar Pradesh,2023,November,google/gemma-2-27b-it,145.0,142.0,112.0,145.0,145.0,145.0,142.0,145.0,154.0,125.0
Agra,Uttar Pradesh,2023,December,google/gemma-2-27b-it,172.0,112.0,135.0,125.0,180.0,150.0,145.0,125.0,150.0,182.0
Ahmedabad,Gujarat,2023,January,google/gemma-2-27b-it,107.0,107.0,118.0,104.0,107.0,112.0,105.0,112.0,117.0,109.0
Ahmedabad,Gujarat,2023,February,google/gemma-2-27b-it,109.0,89.0,102.0,98.0,102.0,102.0,107.0,98.0,102.0,102.0
Ahmedabad,Gujarat,2023,March,google/gemma-2-27b-it,85.0,77.0,67.0,89.0,69.0,73.0,71.0,89.0,72.0,74.0
Ahmedabad,Gujarat,2023,April,google/gemma-2-27b-it,73.0,72.0,74.0,74.0,72.0,72.0,72.0,75.0,79.0,72.0
Ahmedabad,Gujarat,2023,May,google/gemma-2-27b-it,74.0,79.0,78.0,47.0,75.0,78.0,83.0,78.0,52.0,67.0
Ahmedabad,Gujarat,2023,June,google/gemma-2-27b-it,75.0,47.0,79.0,58.0,49.0,53.0,62.0,65.0,59.0,54.0
Ahmedabad,Gujarat,2023,July,google/gemma-2-27b-it,54.0,68.0,57.0,54.0,54.2,72.0,52.0,48.0,59.0,72.0
Ahmedabad,Gujarat,2023,August,google/gemma-2-27b-it,49.0,45.0,52.0,52.0,75.0,57.0,57.0,54.0,58.0,45.0
Ahmedabad,Gujarat,2023,September,google/gemma-2-27b-it,72.0,51.0,45.0,45.0,56.0,59.0,65.0,83.0,56.0,72.0
Ahmedabad,Gujarat,2023,October,google/gemma-2-27b-it,78.0,78.0,75.0,99.0,87.0,75.0,75.0,102.0,81.0,78.0
Ahmedabad,Gujarat,2023,November,google/gemma-2-27b-it,102.0,103.0,112.0,102.0,102.0,112.0,112.0,112.0,103.0,112.0
Ahmedabad,Gujarat,2023,December,google/gemma-2-27b-it,112.0,105.0,105.0,103.0,102.0,102.0,102.0,102.0,102.0,102.0
Aizawl,Mizoram,2023,January,google/gemma-2-27b-it,54.0,67.0,49.0,57.0,53.0,58.0,42.8,47.0,43.0,48.0
Aizawl,Mizoram,2023,February,google/gemma-2-27b-it,44.0,45.0,45.0,41.0,63.0,38.0,51.0,42.0,47.0,45.0
Aizawl,Mizoram,2023,March,google/gemma-2-27b-it,45.0,45.0,43.0,42.0,42.0,42.0,42.0,51.0,39.0,47.0
Aizawl,Mizoram,2023,April,google/gemma-2-27b-it,42.0,49.0,45.0,45.0,41.0,42.0,47.0,45.0,45.0,41.0
Aizawl,Mizoram,2023,May,google/gemma-2-27b-it,42.0,49.0,42.0,41.0,42.0,41.0,42.0,42.0,38.0,40.0
Aizawl,Mizoram,2023,June,google/gemma-2-27b-it,41.0,32.0,42.0,34.0,39.0,42.0,35.0,41.0,37.0,35.0
Aizawl,Mizoram,2023,July,google/gemma-2-27b-it,42.0,40.0,42.0,42.0,45.0,42.0,41.0,35.0,42.0,38.0
Aizawl,Mizoram,2023,August,google/gemma-2-27b-it,41.0,39.0,38.0,35.0,35.0,32.0,34.0,35.0,35.0,37.0
Aizawl,Mizoram,2023,September,google/gemma-2-27b-it,35.0,40.0,35.0,42.0,35.0,41.0,48.0,42.0,47.0,42.0
Aizawl,Mizoram,2023,October,google/gemma-2-27b-it,35.0,45.0,42.0,42.0,42.0,45.0,45.0,35.0,52.0,42.0
Aizawl,Mizoram,2023,November,google/gemma-2-27b-it,41.0,58.0,42.0,45.0,42.0,65.0,56.0,54.0,42.0,45.0
Aizawl,Mizoram,2023,December,google/gemma-2-27b-it,45.0,47.0,65.0,52.0,45.0,62.0,56.0,52.0,45.0,45.0
Ajmer,Rajasthan,2023,January,google/gemma-2-27b-it,125.0,125.0,102.0,102.0,102.0,102.0,102.0,102.0,107.0,102.0
Ajmer,Rajasthan,2023,February,google/gemma-2-27b-it,102.0,108.0,102.0,89.0,102.0,105.0,102.0,102.0,102.0,102.0
Ajmer,Rajasthan,2023,March,google/gemma-2-27b-it,72.0,78.0,82.0,87.0,72.0,87.0,64.0,87.0,82.0,68.0
Ajmer,Rajasthan,2023,April,google/gemma-2-27b-it,78.0,102.0,88.0,82.0,86.0,78.0,75.0,75.0,72.0,78.0
Ajmer,Rajasthan,2023,May,google/gemma-2-27b-it,69.0,63.0,68.0,81.0,72.0,72.0,63.0,65.0,62.0,112.0
Ajmer,Rajasthan,2023,June,google/gemma-2-27b-it,87.0,65.0,67.2,75.0,58.2,56.0,45.0,45.0,59.0,64.0
Ajmer,Rajasthan,2023,July,google/gemma-2-27b-it,48.0,54.0,43.0,52.0,62.0,54.0,65.0,52.0,72.0,65.0
Ajmer,Rajasthan,2023,August,google/gemma-2-27b-it,54.0,45.0,45.0,56.0,54.0,42.0,45.0,52.0,45.0,52.0
Ajmer,Rajasthan,2023,September,google/gemma-2-27b-it,52.0,78.0,53.0,52.0,48.0,65.0,52.0,67.0,47.0,58.0
Ajmer,Rajasthan,2023,October,google/gemma-2-27b-it,67.0,56.0,85.0,72.0,65.0,78.0,102.0,77.0,65.0,45.0
Ajmer,Rajasthan,2023,November,google/gemma-2-27b-it,102.0,112.0,102.0,102.0,75.0,112.0,112.0,102.0,87.0,103.0
Ajmer,Rajasthan,2023,December,google/gemma-2-27b-it,102.0,102.0,102.0,115.0,102.0,87.0,102.0,108.0,104.0,102.0
Alwar,Rajasthan,2023,January,google/gemma-2-27b-it,118.0,128.0,104.0,114.0,103.0,112.0,102.0,118.0,152.0,114.0
Alwar,Rajasthan,2023,February,google/gemma-2-27b-it,127.0,124.0,112.0,114.0,102.0,102.0,112.0,127.0,102.0,102.0
Alwar,Rajasthan,2023,March,google/gemma-2-27b-it,78.0,74.0,102.0,107.0,101.0,102.0,102.0,82.0,102.0,75.0
Alwar,Rajasthan,2023,April,google/gemma-2-27b-it,76.0,102.0,75.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
Alwar,Rajasthan,2023,May,google/gemma-2-27b-it,78.0,78.0,67.0,75.0,78.0,87.0,78.0,72.0,75.0,102.0
Alwar,Rajasthan,2023,June,google/gemma-2-27b-it,74.0,57.0,73.0,75.0,76.0,102.0,78.0,75.0,65.0,56.0
Alwar,Rajasthan,2023,July,google/gemma-2-27b-it,45.0,56.0,65.0,57.0,57.0,75.0,72.0,62.0,78.0,74.0
Alwar,Rajasthan,2023,August,google/gemma-2-27b-it,75.0,64.0,65.0,72.0,47.0,65.0,72.0,75.0,78.0,78.0
Alwar,Rajasthan,2023,September,google/gemma-2-27b-it,78.0,87.0,72.0,72.0,78.0,68.0,72.0,78.0,58.0,78.0
Alwar,Rajasthan,2023,October,google/gemma-2-27b-it,102.0,78.0,102.0,102.0,108.0,102.0,112.0,102.0,105.0,108.0
Alwar,Rajasthan,2023,November,google/gemma-2-27b-it,124.0,125.0,105.0,125.0,112.0,125.0,125.0,128.0,127.0,124.0
Alwar,Rajasthan,2023,December,google/gemma-2-27b-it,127.0,102.0,125.0,125.0,125.0,125.0,115.0,105.0,105.0,127.0
Amaravati,Andhra Pradesh,2023,January,google/gemma-2-27b-it,85.0,69.0,75.0,88.0,74.0,72.0,72.0,102.0,62.0,71.0
Amaravati,Andhra Pradesh,2023,February,google/gemma-2-27b-it,72.0,71.0,62.0,78.0,62.0,102.0,75.0,62.0,74.0,102.0
Amaravati,Andhra Pradesh,2023,March,google/gemma-2-27b-it,78.0,58.0,73.0,56.0,65.0,52.0,51.0,56.0,52.0,58.0
Amaravati,Andhra Pradesh,2023,April,google/gemma-2-27b-it,65.0,45.0,58.0,54.0,45.0,56.0,58.0,65.0,45.0,67.0
Amaravati,Andhra Pradesh,2023,May,google/gemma-2-27b-it,45.0,52.0,42.0,54.0,56.0,45.0,42.0,45.0,48.0,45.0
Amaravati,Andhra Pradesh,2023,June,google/gemma-2-27b-it,42.0,55.0,42.0,52.0,42.0,32.0,45.0,35.0,47.0,45.0
Amaravati,Andhra Pradesh,2023,July,google/gemma-2-27b-it,42.0,42.0,42.0,42.0,42.0,40.0,53.0,52.0,47.0,35.0
Amaravati,Andhra Pradesh,2023,August,google/gemma-2-27b-it,63.0,52.0,55.0,37.0,45.0,42.0,45.0,45.0,42.0,45.0
Amaravati,Andhra Pradesh,2023,September,google/gemma-2-27b-it,41.0,45.0,45.0,45.0,45.0,51.0,45.0,45.0,45.0,52.0
Amaravati,Andhra Pradesh,2023,October,google/gemma-2-27b-it,72.0,58.0,52.0,75.0,45.0,45.0,52.0,45.0,58.0,78.0
Amaravati,Andhra Pradesh,2023,November,google/gemma-2-27b-it,112.0,72.0,78.0,75.0,72.0,85.0,75.0,57.0,78.0,67.0
Amaravati,Andhra Pradesh,2023,December,google/gemma-2-27b-it,75.0,75.0,75.0,65.0,45.0,72.0,72.0,45.0,72.0,78.0
Ambala,Haryana,2023,January,google/gemma-2-27b-it,125.0,125.0,125.0,102.0,125.0,118.0,125.0,127.0,117.0,134.0
Ambala,Haryana,2023,February,google/gemma-2-27b-it,102.0,112.0,102.0,110.0,117.0,107.0,105.0,112.0,103.0,102.0
Ambala,Haryana,2023,March,google/gemma-2-27b-it,79.0,87.0,102.0,78.0,75.0,72.0,102.0,103.0,87.0,102.0
Ambala,Haryana,2023,April,google/gemma-2-27b-it,68.0,65.0,84.0,102.0,78.0,102.0,72.0,78.0,68.0,72.0
Ambala,Haryana,2023,May,google/gemma-2-27b-it,87.0,78.0,78.0,75.0,78.0,87.0,72.0,78.0,75.0,84.0
Ambala,Haryana,2023,June,google/gemma-2-27b-it,68.0,68.0,52.0,58.0,52.0,47.0,67.0,67.0,52.0,52.0
Ambala,Haryana,2023,July,google/gemma-2-27b-it,45.0,45.0,52.0,67.0,56.0,56.0,71.0,62.0,63.0,52.0
Ambala,Haryana,2023,August,google/gemma-2-27b-it,51.0,56.0,55.0,45.0,45.0,72.0,54.0,45.0,47.0,54.0
Ambala,Haryana,2023,September,google/gemma-2-27b-it,58.0,54.0,72.0,58.0,56.0,67.0,72.0,55.0,56.0,45.0
Ambala,Haryana,2023,October,google/gemma-2-27b-it,112.0,102.0,102.0,78.0,78.0,102.0,75.0,112.0,102.0,125.0
Ambala,Haryana,2023,November,google/gemma-2-27b-it,112.0,132.0,112.0,112.0,112.0,135.0,125.0,125.0,112.0,112.0
Ambala,Haryana,2023,December,google/gemma-2-27b-it,125.0,132.0,112.0,125.0,125.0,107.0,125.0,125.0,112.0,125.0
Amritsar,Punjab,2023,January,google/gemma-2-27b-it,125.0,125.0,119.0,127.0,143.0,107.0,166.0,114.0,127.0,123.0
Amritsar,Punjab,2023,February,google/gemma-2-27b-it,118.0,102.0,124.0,112.0,112.0,125.0,125.0,123.0,107.0,112.0
Amritsar,Punjab,2023,March,google/gemma-2-27b-it,74.0,105.0,81.0,75.0,108.0,95.0,81.0,78.0,78.0,92.0
Amritsar,Punjab,2023,April,google/gemma-2-27b-it,72.0,47.0,64.0,76.0,67.0,75.0,68.0,72.0,79.0,87.0
Amritsar,Punjab,2023,May,google/gemma-2-27b-it,78.0,77.0,67.0,72.0,72.0,78.0,65.0,75.0,58.0,67.0
Amritsar,Punjab,2023,June,google/gemma-2-27b-it,59.0,45.0,54.0,45.0,52.0,54.0,54.0,48.0,67.0,62.0
Amritsar,Punjab,2023,July,google/gemma-2-27b-it,72.0,48.0,61.0,54.0,58.0,64.0,64.0,72.0,42.0,62.0
Amritsar,Punjab,2023,August,google/gemma-2-27b-it,52.0,75.0,56.0,51.0,73.0,54.0,42.0,52.0,65.0,57.0
Amritsar,Punjab,2023,September,google/gemma-2-27b-it,51.0,58.0,56.0,72.0,52.0,52.0,45.0,57.0,55.0,48.0
Amritsar,Punjab,2023,October,google/gemma-2-27b-it,105.0,123.0,70.0,112.0,132.0,105.0,102.0,125.0,112.0,112.0
Amritsar,Punjab,2023,November,google/gemma-2-27b-it,147.0,125.0,132.0,135.0,125.0,125.0,132.0,134.0,135.0,142.0
Amritsar,Punjab,2023,December,google/gemma-2-27b-it,105.0,108.0,125.0,132.0,145.0,142.0,145.0,125.0,125.0,125.0
Anantapur,Andhra Pradesh,2023,January,google/gemma-2-27b-it,102.0,62.0,78.0,103.0,75.0,74.0,87.0,65.0,72.0,87.0
Anantapur,Andhra Pradesh,2023,February,google/gemma-2-27b-it,75.0,78.0,89.0,75.0,78.0,57.0,71.0,78.0,72.0,78.0
Anantapur,Andhra Pradesh,2023,March,google/gemma-2-27b-it,76.0,68.0,54.0,55.0,68.0,47.0,68.0,68.0,62.0,72.0
Anantapur,Andhra Pradesh,2023,April,google/gemma-2-27b-it,67.0,48.0,67.0,78.0,67.0,67.0,75.0,67.0,55.0,65.0
Anantapur,Andhra Pradesh,2023,May,google/gemma-2-27b-it,58.0,52.0,72.0,64.0,58.0,43.0,45.0,56.0,52.0,65.0
Anantapur,Andhra Pradesh,2023,June,google/gemma-2-27b-it,57.0,45.0,45.0,42.0,45.0,75.0,43.0,45.0,45.0,45.0
Anantapur,Andhra Pradesh,2023,July,google/gemma-2-27b-it,52.0,42.0,42.0,45.0,42.0,53.0,42.0,56.0,45.0,42.0
Anantapur,Andhra Pradesh,2023,August,google/gemma-2-27b-it,52.0,45.0,45.0,52.0,35.0,45.0,51.0,45.0,52.0,45.0
Anantapur,Andhra Pradesh,2023,September,google/gemma-2-27b-it,68.0,45.0,45.0,47.0,45.0,54.0,45.0,67.0,72.0,42.0
Anantapur,Andhra Pradesh,2023,October,google/gemma-2-27b-it,45.0,45.0,53.0,45.0,45.0,45.0,47.0,48.0,75.0,62.0
Anantapur,Andhra Pradesh,2023,November,google/gemma-2-27b-it,62.0,75.0,78.0,72.0,78.0,75.0,72.0,52.0,52.0,52.0
Anantapur,Andhra Pradesh,2023,December,google/gemma-2-27b-it,75.0,75.0,65.0,85.0,87.0,78.0,78.0,75.0,78.0,75.0
Ankleshwar,Gujarat,2023,January,google/gemma-2-27b-it,102.0,102.0,102.0,102.0,99.0,102.0,102.0,102.0,108.0,87.0
Ankleshwar,Gujarat,2023,February,google/gemma-2-27b-it,103.0,78.0,78.0,81.0,78.0,85.0,78.0,72.0,91.0,82.0
Ankleshwar,Gujarat,2023,March,google/gemma-2-27b-it,78.0,78.0,72.0,74.0,72.0,65.0,78.0,72.0,81.0,72.0
Ankleshwar,Gujarat,2023,April,google/gemma-2-27b-it,69.0,45.0,81.0,72.0,78.0,78.0,56.0,72.0,78.0,75.0
Ankleshwar,Gujarat,2023,May,google/gemma-2-27b-it,72.0,78.0,72.0,67.0,72.0,75.0,67.0,62.0,78.0,58.0
Ankleshwar,Gujarat,2023,June,google/gemma-2-27b-it,45.0,65.0,48.0,47.0,53.0,67.0,72.0,62.0,72.0,65.0
Ankleshwar,Gujarat,2023,July,google/gemma-2-27b-it,62.0,57.0,52.0,65.0,62.0,45.0,52.0,65.0,45.0,72.0
Ankleshwar,Gujarat,2023,August,google/gemma-2-27b-it,45.0,45.0,45.0,52.0,54.0,45.0,62.0,42.0,48.0,48.0
Ankleshwar,Gujarat,2023,September,google/gemma-2-27b-it,65.0,52.0,41.0,45.0,52.0,52.0,42.0,72.0,75.0,62.0
Ankleshwar,Gujarat,2023,October,google/gemma-2-27b-it,45.0,75.0,72.0,47.0,62.0,75.0,102.0,65.0,67.0,67.0
Ankleshwar,Gujarat,2023,November,google/gemma-2-27b-it,78.0,102.0,75.0,87.0,72.0,78.0,102.0,78.0,72.0,75.0
Ankleshwar,Gujarat,2023,December,google/gemma-2-27b-it,102.0,75.0,87.0,78.0,58.0,72.0,78.0,112.0,75.0,65.0
Araria,Bihar,2023,January,google/gemma-2-27b-it,102.0,112.0,115.0,102.0,101.0,102.0,112.0,102.0,112.0,102.0
Araria,Bihar,2023,February,google/gemma-2-27b-it,125.0,104.0,98.0,102.0,102.0,79.0,125.0,108.0,112.0,102.0
Araria,Bihar,2023,March,google/gemma-2-27b-it,102.0,75.0,115.0,78.0,102.0,102.0,102.0,102.0,104.0,102.0
Araria,Bihar,2023,April,google/gemma-2-27b-it,102.0,78.0,78.0,78.0,78.0,72.0,85.0,78.0,82.0,78.0
Araria,Bihar,2023,May,google/gemma-2-27b-it,75.0,72.0,78.0,75.0,65.0,57.0,78.0,102.0,72.0,87.0
Araria,Bihar,2023,June,google/gemma-2-27b-it,65.0,62.0,62.0,75.0,72.0,72.0,75.0,62.0,65.0,75.0
Araria,Bihar,2023,July,google/gemma-2-27b-it,68.0,78.0,62.0,72.0,56.0,72.0,58.0,78.0,78.0,56.0
Araria,Bihar,2023,August,google/gemma-2-27b-it,78.0,72.0,78.0,72.0,65.0,62.0,82.0,45.0,65.0,75.0
Araria,Bihar,2023,September,google/gemma-2-27b-it,67.0,72.0,87.0,78.0,65.0,47.0,54.0,47.0,52.0,65.0
Araria,Bihar,2023,October,google/gemma-2-27b-it,102.0,102.0,102.0,112.0,102.0,105.0,102.0,112.0,65.0,87.0
Araria,Bihar,2023,November,google/gemma-2-27b-it,125.0,112.0,112.0,102.0,125.0,125.0,112.0,112.0,112.0,112.0
Araria,Bihar,2023,December,google/gemma-2-27b-it,102.0,105.0,102.0,112.0,125.0,125.0,125.0,102.0,125.0,125.0
Ariyalur,Tamil Nadu,2023,January,google/gemma-2-27b-it,68.0,54.0,44.0,45.0,79.0,61.0,45.0,44.0,61.0,48.0
Ariyalur,Tamil Nadu,2023,February,google/gemma-2-27b-it,47.0,67.0,52.0,53.0,42.0,52.0,48.0,53.0,45.0,58.0
Ariyalur,Tamil Nadu,2023,March,google/gemma-2-27b-it,44.0,72.0,55.0,45.0,64.0,42.0,56.0,42.0,42.0,48.0
Ariyalur,Tamil Nadu,2023,April,google/gemma-2-27b-it,41.0,42.0,56.0,45.0,45.0,42.0,45.0,42.0,42.0,45.0
Ariyalur,Tamil Nadu,2023,May,google/gemma-2-27b-it,39.0,41.0,42.0,42.0,47.0,42.0,45.0,54.0,46.0,54.0
Ariyalur,Tamil Nadu,2023,June,google/gemma-2-27b-it,36.0,42.0,45.0,45.0,42.0,38.0,42.0,47.0,42.0,56.0
Ariyalur,Tamil Nadu,2023,July,google/gemma-2-27b-it,41.0,42.0,38.0,42.0,42.0,45.0,45.0,51.6,42.0,45.0
Ariyalur,Tamil Nadu,2023,August,google/gemma-2-27b-it,42.0,45.0,42.0,42.0,42.0,33.0,45.0,52.0,45.0,42.0
Ariyalur,Tamil Nadu,2023,September,google/gemma-2-27b-it,35.0,43.0,42.0,39.0,45.0,42.0,38.0,42.0,54.0,48.0
Ariyalur,Tamil Nadu,2023,October,google/gemma-2-27b-it,42.0,53.0,35.0,56.0,52.0,71.0,42.0,42.0,52.0,57.0
Ariyalur,Tamil Nadu,2023,November,google/gemma-2-27b-it,42.0,42.0,42.0,47.0,45.0,42.0,45.0,45.0,48.0,45.0
Ariyalur,Tamil Nadu,2023,December,google/gemma-2-27b-it,45.0,42.0,52.0,65.0,52.0,52.0,72.0,42.0,38.0,52.0
Arrah,Bihar,2023,January,google/gemma-2-27b-it,112.0,114.0,112.0,127.0,102.0,112.0,105.0,102.0,112.0,107.0
Arrah,Bihar,2023,February,google/gemma-2-27b-it,127.0,125.0,112.0,102.0,107.0,103.0,112.0,104.0,115.0,107.0
Arrah,Bihar,2023,March,google/gemma-2-27b-it,102.0,103.0,103.0,102.0,102.0,102.0,98.0,72.0,112.0,95.0
Arrah,Bihar,2023,April,google/gemma-2-27b-it,78.0,89.0,75.0,89.0,78.0,87.0,78.0,76.0,104.0,102.0
Arrah,Bihar,2023,May,google/gemma-2-27b-it,65.0,78.0,78.0,78.0,76.0,72.0,78.0,64.0,72.0,87.0
Arrah,Bihar,2023,June,google/gemma-2-27b-it,67.0,73.0,72.0,47.0,67.0,68.0,67.0,47.0,69.0,72.0
Arrah,Bihar,2023,July,google/gemma-2-27b-it,78.0,72.0,61.0,71.0,75.0,67.0,62.0,45.0,78.0,65.0
Arrah,Bihar,2023,August,google/gemma-2-27b-it,72.0,56.0,65.0,55.0,72.0,75.0,75.0,77.0,62.0,49.0
Arrah,Bihar,2023,September,google/gemma-2-27b-it,58.0,75.0,75.0,65.0,74.0,79.0,62.0,65.0,67.0,57.3
Arrah,Bihar,2023,October,google/gemma-2-27b-it,121.0,125.0,78.0,102.0,98.0,102.0,75.0,107.0,112.0,102.0
Arrah,Bihar,2023,November,google/gemma-2-27b-it,124.0,125.0,105.0,125.0,125.0,112.0,89.0,112.0,125.0,145.0
Arrah,Bihar,2023,December,google/gemma-2-27b-it,112.0,105.0,125.0,112.0,127.0,112.0,125.0,125.0,112.0,108.0
Asansol,West Bengal,2023,January,google/gemma-2-27b-it,112.0,102.0,112.0,112.0,112.0,128.0,102.0,102.0,102.0,105.0
Asansol,West Bengal,2023,February,google/gemma-2-27b-it,109.0,102.0,104.0,112.0,112.0,104.0,105.0,87.0,112.0,101.0
Asansol,West Bengal,2023,March,google/gemma-2-27b-it,105.0,78.0,102.0,85.0,102.0,102.0,102.0,105.0,67.0,105.0
Asansol,West Bengal,2023,April,google/gemma-2-27b-it,105.0,87.0,102.0,102.0,78.0,73.0,102.0,78.0,102.0,112.0
Asansol,West Bengal,2023,May,google/gemma-2-27b-it,76.0,72.0,57.0,78.0,102.0,78.0,112.0,102.0,75.0,78.0
Asansol,West Bengal,2023,June,google/gemma-2-27b-it,75.0,75.0,78.0,78.0,62.0,78.0,82.0,75.0,78.0,75.0
Asansol,West Bengal,2023,July,google/gemma-2-27b-it,72.0,72.0,65.0,72.0,78.0,78.0,75.0,78.0,73.0,72.0
Asansol,West Bengal,2023,August,google/gemma-2-27b-it,72.0,75.0,72.0,65.0,78.0,75.0,72.0,78.0,63.0,65.0
Asansol,West Bengal,2023,September,google/gemma-2-27b-it,78.0,78.0,82.0,72.0,78.0,78.0,79.0,75.0,78.0,78.0
Asansol,West Bengal,2023,October,google/gemma-2-27b-it,102.0,85.0,102.0,102.0,105.0,102.0,102.0,102.0,102.0,112.0
Asansol,West Bengal,2023,November,google/gemma-2-27b-it,102.0,112.0,112.0,104.0,112.0,102.0,115.0,112.0,112.0,102.0
Asansol,West Bengal,2023,December,google/gemma-2-27b-it,112.0,102.0,103.0,112.0,104.0,102.0,102.0,103.0,115.0,112.0
Aurangabad,Bihar,2023,January,google/gemma-2-27b-it,105.0,105.0,112.0,102.0,102.0,104.0,102.0,112.0,102.0,112.0
Aurangabad,Bihar,2023,February,google/gemma-2-27b-it,102.0,89.0,123.0,112.0,75.0,102.0,102.0,112.0,102.0,105.0
Aurangabad,Bihar,2023,March,google/gemma-2-27b-it,78.0,72.0,72.0,102.0,78.0,75.0,78.0,72.0,87.0,75.0
Aurangabad,Bihar,2023,April,google/gemma-2-27b-it,102.0,87.0,102.0,102.0,78.0,74.0,78.0,78.0,72.0,102.0
Aurangabad,Bihar,2023,May,google/gemma-2-27b-it,68.0,78.0,92.0,72.0,75.0,78.0,72.0,55.0,65.0,72.0
Aurangabad,Bihar,2023,June,google/gemma-2-27b-it,67.0,72.0,78.0,45.0,75.0,52.0,72.0,72.0,58.0,72.0
Aurangabad,Bihar,2023,July,google/gemma-2-27b-it,78.0,45.0,102.0,102.0,65.0,75.0,72.0,75.0,58.0,51.0
Aurangabad,Bihar,2023,August,google/gemma-2-27b-it,52.0,45.0,57.0,45.2,52.0,45.0,58.0,62.0,54.0,58.0
Aurangabad,Bihar,2023,September,google/gemma-2-27b-it,54.0,48.0,82.0,78.0,65.0,65.0,65.0,102.0,42.0,72.0
Aurangabad,Bihar,2023,October,google/gemma-2-27b-it,78.0,58.0,102.0,102.0,75.0,78.0,75.0,72.0,78.0,102.0
Aurangabad,Bihar,2023,November,google/gemma-2-27b-it,105.0,103.0,102.0,103.0,85.0,102.0,104.0,125.0,105.0,102.0
Aurangabad,Bihar,2023,December,google/gemma-2-27b-it,102.0,112.0,102.0,125.0,104.0,102.0,102.0,105.0,105.0,125.0
Aurangabad,Maharashtra,2023,January,google/gemma-2-27b-it,114.0,104.5,103.0,102.0,102.0,102.0,108.0,112.0,72.0,102.0
Aurangabad,Maharashtra,2023,February,google/gemma-2-27b-it,74.0,112.0,78.0,102.0,86.0,82.0,78.0,87.0,102.0,112.0
Aurangabad,Maharashtra,2023,March,google/gemma-2-27b-it,78.0,65.0,78.0,102.0,75.0,65.0,78.0,103.0,72.0,102.0
