city,state,year,month,model,PM2.5_0,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_4,PM2.5_5,PM2.5_6,PM2.5_7,PM2.5_8,PM2.5_9
Aizawl,Mizoram,2023,June,google/gemma-2-9b-it,25.3,35.2,25.8,30.8,32.5,30.8,31.2,32.5,35.2,25.3
Aizawl,Mizoram,2023,July,google/gemma-2-9b-it,32.5,30.2,30.5,41.2,32.7,30.2,23.2,34.2,31.8,33.2
Aizawl,Mizoram,2023,August,google/gemma-2-9b-it,26.3,28.3,26.3,34.2,27.8,28.7,27.8,22.3,27.8,24.3
Aizawl,Mizoram,2023,September,google/gemma-2-9b-it,27.3,20.5,27.8,45.2,21.5,25.8,21.5,17.8,21.0,23.5
Aizawl,Mizoram,2023,October,google/gemma-2-9b-it,15.0,25.3,20.5,20.3,25.3,40.8,25.8,24.7,41.2,32.5
Aizawl,Mizoram,2023,November,google/gemma-2-9b-it,32.5,24.5,40.2,18.5,20.0,18.5,27.3,18.7,18.5,10.2
Aizawl,Mizoram,2023,December,google/gemma-2-9b-it,25.3,25.3,47.2,31.5,15.6,47.6,17.8,18.7,20.5,
Ajmer,Rajasthan,2023,January,google/gemma-2-9b-it,68.7,64.2,54.6,85.3,75.8,57.6,65.8,82.7,58.3,58.7
Ajmer,Rajasthan,2023,February,google/gemma-2-9b-it,66.8,58.7,52.3,44.0,48.2,75.2,43.2,62.3,45.2,80.5
Ajmer,Rajasthan,2023,March,google/gemma-2-9b-it,45.6,38.7,46.0,48.0,48.5,38.0,52.5,48.0,39.8,45.6
Ajmer,Rajasthan,2023,April,google/gemma-2-9b-it,48.2,37.5,73.2,62.3,47.0,76.3,67.8,92.3,48.7,56.7
Ajmer,Rajasthan,2023,May,google/gemma-2-9b-it,42.3,45.3,59.8,47.6,91.3,48.0,50.2,65.2,73.2,67.3
Ajmer,Rajasthan,2023,June,google/gemma-2-9b-it,39.0,48.2,58.0,47.8,72.3,46.2,56.0,81.7,65.2,45.2
Ajmer,Rajasthan,2023,July,google/gemma-2-9b-it,54.2,85.2,46.8,47.3,70.8,50.2,35.2,40.2,61.8,40.8
Ajmer,Rajasthan,2023,August,google/gemma-2-9b-it,56.0,45.2,40.8,54.2,38.7,48.0,55.0,65.8,39.0,49.2
Ajmer,Rajasthan,2023,September,google/gemma-2-9b-it,56.7,38.0,37.8,39.8,75.2,57.2,47.2,65.3,37.8,45.2
Ajmer,Rajasthan,2023,October,google/gemma-2-9b-it,50.2,100.5,37.0,38.0,32.0,35.0,45.2,65.2,55.2,58.3
Ajmer,Rajasthan,2023,November,google/gemma-2-9b-it,47.2,35.2,80.5,35.2,50.0,45.6,105.2,45.2,45.3,55.3
Ajmer,Rajasthan,2023,December,google/gemma-2-9b-it,35.2,35.0,35.8,45.2,50.2,45.2,45.2,35.2,72.3,35.2
Alwar,Rajasthan,2023,January,google/gemma-2-9b-it,104.8,54.3,75.2,45.8,56.3,75.2,54.8,59.8,54.3,66.3
Alwar,Rajasthan,2023,February,google/gemma-2-9b-it,41.0,48.7,69.8,80.2,54.8,53.8,44.7,58.7,60.8,48.2
Alwar,Rajasthan,2023,March,google/gemma-2-9b-it,49.8,58.3,39.2,43.5,49.8,57.6,60.2,63.5,48.0,39.8
Alwar,Rajasthan,2023,April,google/gemma-2-9b-it,58.2,68.7,52.7,55.7,97.8,58.2,46.8,39.8,44.3,45.2
Alwar,Rajasthan,2023,May,google/gemma-2-9b-it,75.3,108.3,48.7,48.3,76.2,52.7,75.2,56.0,64.8,56.2
Alwar,Rajasthan,2023,June,google/gemma-2-9b-it,68.3,54.6,48.7,54.3,38.7,74.5,48.0,46.2,61.8,48.2
Alwar,Rajasthan,2023,July,google/gemma-2-9b-it,38.0,67.8,38.0,46.3,48.0,75.2,55.2,51.0,64.8,56.8
Alwar,Rajasthan,2023,August,google/gemma-2-9b-it,67.8,49.7,41.8,42.7,45.3,39.2,48.7,48.7,65.2,42.7
Alwar,Rajasthan,2023,September,google/gemma-2-9b-it,45.6,57.6,45.2,38.7,52.8,52.7,53.1,44.2,47.8,47.2
Alwar,Rajasthan,2023,October,google/gemma-2-9b-it,35.0,55.8,47.2,55.0,50.2,38.0,45.2,35.0,47.2,38.7
Alwar,Rajasthan,2023,November,google/gemma-2-9b-it,35.2,56.0,105.7,70.2,50.2,45.2,45.2,35.7,35.0,105.0
Alwar,Rajasthan,2023,December,google/gemma-2-9b-it,42.8,45.0,25.0,105.0,25.0,50.2,35.2,45.2,45.2,75.3
Amaravati,Andhra Pradesh,2023,January,google/gemma-2-9b-it,35.6,47.2,37.2,38.7,39.8,38.2,38.2,33.2,37.8,42.7
Amaravati,Andhra Pradesh,2023,February,google/gemma-2-9b-it,38.5,38.7,31.2,38.2,31.0,27.8,28.0,35.7,33.0,35.2
Amaravati,Andhra Pradesh,2023,March,google/gemma-2-9b-it,32.7,63.2,38.0,32.7,31.7,29.0,28.3,30.5,38.2,35.2
Amaravati,Andhra Pradesh,2023,April,google/gemma-2-9b-it,37.8,35.0,38.7,27.0,35.2,35.2,33.7,30.8,42.7,34.2
Amaravati,Andhra Pradesh,2023,May,google/gemma-2-9b-it,34.2,35.2,28.7,35.2,45.2,32.7,34.2,36.7,36.2,38.5
Amaravati,Andhra Pradesh,2023,June,google/gemma-2-9b-it,34.8,35.2,38.2,30.5,38.5,33.2,32.5,30.2,43.2,38.2
Amaravati,Andhra Pradesh,2023,July,google/gemma-2-9b-it,30.2,30.2,30.2,28.0,28.7,35.2,35.2,25.8,33.2,42.7
Amaravati,Andhra Pradesh,2023,August,google/gemma-2-9b-it,40.2,30.5,27.0,34.2,46.8,36.0,28.0,36.2,35.2,29.5
Amaravati,Andhra Pradesh,2023,September,google/gemma-2-9b-it,25.7,18.5,30.7,35.2,28.5,40.2,40.8,28.0,30.8,40.2
Amaravati,Andhra Pradesh,2023,October,google/gemma-2-9b-it,25.3,46.2,35.2,35.2,25.3,25.8,35.2,25.7,30.2,15.0
Amaravati,Andhra Pradesh,2023,November,google/gemma-2-9b-it,30.5,35.2,27.8,25.0,25.3,35.2,25.8,15.2,30.2,28.0
Amaravati,Andhra Pradesh,2023,December,google/gemma-2-9b-it,25.8,35.2,35.2,15.2,32.5,27.3,,18.5,15.0,25.8
Ambala,Haryana,2023,January,google/gemma-2-9b-it,125.0,49.7,85.7,90.3,102.0,69.0,120.5,59.8,71.3,105.3
Ambala,Haryana,2023,February,google/gemma-2-9b-it,76.3,55.0,57.0,105.0,75.8,48.3,49.0,89.2,103.7,88.7
Ambala,Haryana,2023,March,google/gemma-2-9b-it,49.6,58.2,48.7,67.2,60.0,57.2,61.2,47.8,62.8,54.7
Ambala,Haryana,2023,April,google/gemma-2-9b-it,71.5,82.3,58.7,58.7,70.2,46.8,62.8,80.5,60.8,48.3
Ambala,Haryana,2023,May,google/gemma-2-9b-it,65.2,45.0,46.8,58.0,50.2,60.5,45.2,70.3,76.2,58.7
Ambala,Haryana,2023,June,google/gemma-2-9b-it,46.2,49.8,51.3,50.2,65.2,65.2,58.0,52.3,47.5,67.8
Ambala,Haryana,2023,July,google/gemma-2-9b-it,50.0,68.3,59.8,55.6,55.0,44.8,48.3,48.7,48.0,49.0
Ambala,Haryana,2023,August,google/gemma-2-9b-it,43.2,58.0,65.3,72.3,39.0,87.3,105.6,48.7,54.2,48.7
Ambala,Haryana,2023,September,google/gemma-2-9b-it,45.6,55.0,28.0,60.8,50.2,45.2,39.2,45.2,50.2,49.7
Ambala,Haryana,2023,October,google/gemma-2-9b-it,45.3,54.0,45.6,60.2,45.3,75.2,105.7,42.7,48.0,40.2
Ambala,Haryana,2023,November,google/gemma-2-9b-it,75.3,45.2,35.0,45.2,34.8,35.0,45.6,50.0,45.2,50.2
Ambala,Haryana,2023,December,google/gemma-2-9b-it,35.2,35.0,50.3,45.3,60.0,75.2,50.2,50.8,50.2,60.2
Amritsar,Punjab,2023,January,google/gemma-2-9b-it,80.0,104.2,105.0,78.7,127.3,125.0,107.8,90.2,102.7,108.0
Amritsar,Punjab,2023,February,google/gemma-2-9b-it,78.5,90.2,81.0,112.0,103.0,85.7,70.2,75.2,68.0,104.0
Amritsar,Punjab,2023,March,google/gemma-2-9b-it,56.0,38.0,107.4,58.7,74.2,72.3,86.2,57.8,74.3,65.2
Amritsar,Punjab,2023,April,google/gemma-2-9b-it,102.0,70.8,72.5,53.0,102.0,75.2,62.5,85.2,80.2,55.3
Amritsar,Punjab,2023,May,google/gemma-2-9b-it,79.8,58.0,67.8,67.8,72.0,65.8,75.2,60.2,78.5,58.7
Amritsar,Punjab,2023,June,google/gemma-2-9b-it,65.2,58.0,62.0,105.0,58.2,110.5,68.2,58.7,69.7,75.2
Amritsar,Punjab,2023,July,google/gemma-2-9b-it,85.2,45.7,47.0,45.2,56.0,75.2,77.8,67.3,60.8,61.2
Amritsar,Punjab,2023,August,google/gemma-2-9b-it,64.0,48.0,45.6,65.3,49.2,70.2,65.2,57.2,58.0,80.5
Amritsar,Punjab,2023,September,google/gemma-2-9b-it,75.2,57.0,75.2,49.0,75.2,75.2,58.0,75.2,115.0,105.0
Amritsar,Punjab,2023,October,google/gemma-2-9b-it,45.0,60.0,102.0,95.3,39.0,80.0,57.2,85.2,105.0,70.5
Amritsar,Punjab,2023,November,google/gemma-2-9b-it,157.0,45.0,100.0,50.0,50.0,55.0,48.0,105.0,50.2,75.2
Amritsar,Punjab,2023,December,google/gemma-2-9b-it,45.8,55.0,104.0,37.8,45.0,49.0,75.2,60.5,75.2,57.0
Anantapur,Andhra Pradesh,2023,January,google/gemma-2-9b-it,35.8,35.2,48.7,40.8,39.0,30.2,43.2,35.7,41.8,49.2
Anantapur,Andhra Pradesh,2023,February,google/gemma-2-9b-it,37.8,38.7,42.7,33.5,35.0,39.8,32.5,41.2,42.7,35.7
Anantapur,Andhra Pradesh,2023,March,google/gemma-2-9b-it,37.8,30.5,35.2,35.2,37.8,34.6,33.8,38.5,35.2,46.8
Anantapur,Andhra Pradesh,2023,April,google/gemma-2-9b-it,43.7,40.3,40.2,38.5,31.2,45.2,51.8,36.5,44.8,29.5
Anantapur,Andhra Pradesh,2023,May,google/gemma-2-9b-it,34.7,36.2,29.8,43.8,50.2,42.5,30.8,35.2,40.7,31.7
Anantapur,Andhra Pradesh,2023,June,google/gemma-2-9b-it,38.5,35.2,32.7,29.0,38.7,28.0,31.0,36.2,43.2,40.2
Anantapur,Andhra Pradesh,2023,July,google/gemma-2-9b-it,41.2,37.8,27.8,39.7,30.2,27.8,45.0,35.2,44.6,37.2
Anantapur,Andhra Pradesh,2023,August,google/gemma-2-9b-it,35.7,35.2,29.7,18.7,30.8,27.8,15.0,40.8,26.8,34.2
Anantapur,Andhra Pradesh,2023,September,google/gemma-2-9b-it,35.0,32.7,25.8,41.2,33.7,18.7,40.2,70.3,35.2,28.0
Anantapur,Andhra Pradesh,2023,October,google/gemma-2-9b-it,37.8,19.2,30.2,35.2,18.0,28.7,35.2,35.2,35.2,35.2
Anantapur,Andhra Pradesh,2023,November,google/gemma-2-9b-it,24.5,28.0,26.0,35.8,35.2,34.2,50.2,10.0,18.0,37.8
Anantapur,Andhra Pradesh,2023,December,google/gemma-2-9b-it,25.6,10.2,25.8,35.2,15.2,45.2,18.5,15.7,30.2,
Ankleshwar,Gujarat,2023,January,google/gemma-2-9b-it,70.2,56.0,48.7,40.8,65.3,48.0,57.8,68.0,50.8,49.3
Ankleshwar,Gujarat,2023,February,google/gemma-2-9b-it,65.3,39.2,74.3,42.8,49.8,54.2,47.6,48.7,44.5,81.3
Ankleshwar,Gujarat,2023,March,google/gemma-2-9b-it,43.0,61.2,38.7,57.8,65.3,38.2,47.8,54.8,39.5,62.8
Ankleshwar,Gujarat,2023,April,google/gemma-2-9b-it,48.3,42.3,48.7,65.7,48.7,70.8,48.0,37.8,39.8,45.2
Ankleshwar,Gujarat,2023,May,google/gemma-2-9b-it,45.7,34.2,50.6,45.7,48.3,38.2,55.2,45.8,60.8,39.8
Ankleshwar,Gujarat,2023,June,google/gemma-2-9b-it,46.3,48.2,48.2,50.7,50.2,39.2,46.8,35.2,60.2,45.2
Ankleshwar,Gujarat,2023,July,google/gemma-2-9b-it,44.0,35.2,61.5,48.0,38.7,45.3,44.7,70.3,72.5,38.7
Ankleshwar,Gujarat,2023,August,google/gemma-2-9b-it,45.0,38.7,58.2,46.2,37.0,42.8,38.5,137.2,48.7,63.2
Ankleshwar,Gujarat,2023,September,google/gemma-2-9b-it,29.0,102.0,40.5,102.5,35.8,35.0,38.2,46.2,69.2,46.1
Ankleshwar,Gujarat,2023,October,google/gemma-2-9b-it,50.3,49.8,23.5,38.6,45.2,48.3,38.0,35.2,45.2,37.2
Ankleshwar,Gujarat,2023,November,google/gemma-2-9b-it,35.2,38.5,45.2,35.2,45.3,55.3,45.8,35.7,35.0,35.0
Ankleshwar,Gujarat,2023,December,google/gemma-2-9b-it,35.2,35.2,45.2,102.0,28.5,35.2,50.2,105.3,38.2,105.2
Araria,Bihar,2023,January,google/gemma-2-9b-it,45.2,57.8,105.4,46.8,57.8,65.2,54.7,39.2,46.3,69.7
Araria,Bihar,2023,February,google/gemma-2-9b-it,65.2,91.2,42.0,38.7,38.0,65.2,72.3,75.8,60.8,56.0
Araria,Bihar,2023,March,google/gemma-2-9b-it,66.7,54.3,37.8,73.5,45.3,48.0,37.8,41.2,50.2,49.6
Araria,Bihar,2023,April,google/gemma-2-9b-it,43.8,39.8,45.6,57.0,53.8,55.1,45.3,37.8,71.2,47.6
Araria,Bihar,2023,May,google/gemma-2-9b-it,74.8,60.8,48.0,29.8,39.7,39.0,47.8,42.5,112.3,45.7
Araria,Bihar,2023,June,google/gemma-2-9b-it,47.8,54.2,70.2,70.2,36.0,54.2,38.0,48.0,39.8,47.8
Araria,Bihar,2023,July,google/gemma-2-9b-it,105.7,37.8,71.3,38.7,56.3,45.6,44.0,37.2,100.5,38.0
Araria,Bihar,2023,August,google/gemma-2-9b-it,57.3,105.2,41.8,79.8,44.3,75.2,45.3,46.7,105.0,35.2
Araria,Bihar,2023,September,google/gemma-2-9b-it,20.0,48.1,147.5,41.3,37.8,45.2,25.0,105.0,38.5,85.2
Araria,Bihar,2023,October,google/gemma-2-9b-it,85.2,25.7,35.2,45.3,50.2,55.2,25.7,45.2,65.3,48.7
Araria,Bihar,2023,November,google/gemma-2-9b-it,75.3,48.2,75.3,,75.2,50.8,28.7,100.5,39.5,37.2
Araria,Bihar,2023,December,google/gemma-2-9b-it,25.7,52.3,45.2,35.2,108.0,35.0,70.2,45.2,105.0,37.8
Ariyalur,Tamil Nadu,2023,January,google/gemma-2-9b-it,37.2,34.5,15.3,37.8,44.2,48.0,34.8,37.8,42.3,40.2
Ariyalur,Tamil Nadu,2023,February,google/gemma-2-9b-it,34.7,35.2,45.8,38.2,35.2,38.5,29.8,21.0,42.3,34.5
Ariyalur,Tamil Nadu,2023,March,google/gemma-2-9b-it,35.8,53.7,52.3,34.5,38.5,36.0,34.5,37.5,28.3,34.2
Ariyalur,Tamil Nadu,2023,April,google/gemma-2-9b-it,34.8,28.7,41.2,37.8,28.0,38.5,38.7,45.7,49.3,35.2
Ariyalur,Tamil Nadu,2023,May,google/gemma-2-9b-it,32.5,32.7,45.2,29.0,40.2,27.8,15.8,45.2,27.8,38.2
Ariyalur,Tamil Nadu,2023,June,google/gemma-2-9b-it,40.2,41.2,33.7,46.3,37.8,35.2,32.7,36.2,35.2,38.2
Ariyalur,Tamil Nadu,2023,July,google/gemma-2-9b-it,35.2,29.7,30.2,44.8,42.3,44.8,40.2,33.2,38.7,31.7
Ariyalur,Tamil Nadu,2023,August,google/gemma-2-9b-it,45.2,29.7,34.5,38.2,19.2,36.5,45.2,37.2,35.2,18.5
Ariyalur,Tamil Nadu,2023,September,google/gemma-2-9b-it,29.7,35.2,47.3,28.5,15.3,7.8,35.7,20.0,15.0,14.0
Ariyalur,Tamil Nadu,2023,October,google/gemma-2-9b-it,15.0,35.2,15.0,25.3,32.8,19.2,35.2,15.0,18.0,25.3
Ariyalur,Tamil Nadu,2023,November,google/gemma-2-9b-it,35.2,17.8,,35.2,72.5,19.2,29.7,,15.2,70.2
Ariyalur,Tamil Nadu,2023,December,google/gemma-2-9b-it,18.0,45.2,,25.8,,18.5,35.2,25.8,15.0,70.2
Arrah,Bihar,2023,January,google/gemma-2-9b-it,62.0,55.3,39.7,47.2,67.2,56.0,49.2,43.0,39.7,52.8
Arrah,Bihar,2023,February,google/gemma-2-9b-it,38.5,76.2,37.8,76.2,59.8,45.6,60.2,20.8,56.7,58.3
Arrah,Bihar,2023,March,google/gemma-2-9b-it,72.3,44.87,36.0,48.7,85.2,56.0,43.7,42.8,38.0,45.6
Arrah,Bihar,2023,April,google/gemma-2-9b-it,73.5,49.8,49.7,48.7,43.8,45.7,67.8,56.3,74.2,72.3
Arrah,Bihar,2023,May,google/gemma-2-9b-it,56.8,46.2,39.8,45.6,49.7,48.0,49.8,47.6,44.0,54.2
Arrah,Bihar,2023,June,google/gemma-2-9b-it,58.0,42.3,37.8,71.2,48.7,72.5,55.3,45.3,36.7,54.0
Arrah,Bihar,2023,July,google/gemma-2-9b-it,70.5,102.5,75.3,42.5,55.3,36.0,38.7,54.8,36.0,39.7
Arrah,Bihar,2023,August,google/gemma-2-9b-it,45.6,25.0,256.0,48.7,39.2,105.6,105.0,48.0,70.2,29.7
Arrah,Bihar,2023,September,google/gemma-2-9b-it,65.2,39.5,48.7,27.8,65.2,25.3,35.0,78.2,71.2,20.0
Arrah,Bihar,2023,October,google/gemma-2-9b-it,,105.2,75.3,120.0,45.3,120.0,38.0,110.0,27.0,70.2
Arrah,Bihar,2023,November,google/gemma-2-9b-it,35.5,105.0,38.5,38.5,105.0,55.3,102.0,100.0,35.0,39.2
Arrah,Bihar,2023,December,google/gemma-2-9b-it,29.0,105.6,70.2,70.3,100.0,35.2,47.3,45.2,49.7,34.5
Asansol,West Bengal,2023,January,google/gemma-2-9b-it,68.3,84.7,71.2,68.7,58.3,108.7,102.0,125.8,66.7,112.5
Asansol,West Bengal,2023,February,google/gemma-2-9b-it,78.5,75.2,79.3,72.3,78.2,46.7,68.5,108.0,232.8,78.2
Asansol,West Bengal,2023,March,google/gemma-2-9b-it,77.2,104.0,64.5,73.5,65.2,65.2,81.2,68.7,72.8,94.0
Asansol,West Bengal,2023,April,google/gemma-2-9b-it,67.2,68.5,64.3,107.8,64.3,75.2,49.0,75.2,68.5,85.3
Asansol,West Bengal,2023,May,google/gemma-2-9b-it,59.7,54.2,54.1,65.2,108.0,53.2,59.7,71.3,82.7,75.2
Asansol,West Bengal,2023,June,google/gemma-2-9b-it,60.8,102.5,72.8,55.2,66.7,66.8,86.5,75.2,58.5,88.2
Asansol,West Bengal,2023,July,google/gemma-2-9b-it,56.7,68.7,38.5,48.7,53.2,75.2,102.5,102.5,90.2,84.3
Asansol,West Bengal,2023,August,google/gemma-2-9b-it,75.2,57.3,102.5,64.5,75.2,75.8,102.5,47.8,58.2,58.0
Asansol,West Bengal,2023,September,google/gemma-2-9b-it,39.8,75.2,60.2,75.2,84.5,74.5,44.7,39.0,47.5,48.7
Asansol,West Bengal,2023,October,google/gemma-2-9b-it,112.0,38.7,39.7,65.2,50.2,75.3,55.6,65.0,55.2,60.2
Asansol,West Bengal,2023,November,google/gemma-2-9b-it,45.2,45.2,64.3,45.6,38.5,105.0,60.5,54.7,75.2,45.2
Asansol,West Bengal,2023,December,google/gemma-2-9b-it,39.7,75.2,75.3,50.2,55.6,67.2,56.7,48.2,100.5,45.7
Aurangabad,Bihar,2023,January,google/gemma-2-9b-it,48.2,48.2,39.7,38.7,38.0,45.3,38.7,50.2,45.2,46.8
Aurangabad,Bihar,2023,February,google/gemma-2-9b-it,60.2,45.6,47.2,38.5,37.8,45.8,37.2,37.0,46.2,45.3
Aurangabad,Bihar,2023,March,google/gemma-2-9b-it,45.6,35.7,45.6,57.0,38.0,36.7,45.3,45.2,27.8,43.7
Aurangabad,Bihar,2023,April,google/gemma-2-9b-it,45.2,40.2,40.2,34.5,52.7,47.8,54.2,55.8,38.5,45.3
Aurangabad,Bihar,2023,May,google/gemma-2-9b-it,37.2,29.0,30.7,42.7,50.2,45.3,43.8,57.3,38.5,45.2
Aurangabad,Bihar,2023,June,google/gemma-2-9b-it,47.2,64.8,35.2,48.3,43.2,25.8,57.8,40.2,36.2,47.8
Aurangabad,Bihar,2023,July,google/gemma-2-9b-it,38.5,45.6,45.2,47.3,48.5,37.8,49.2,41.2,29.0,35.2
Aurangabad,Bihar,2023,August,google/gemma-2-9b-it,105.0,38.7,54.3,46.8,35.0,45.0,45.2,38.0,45.2,36.0
Aurangabad,Bihar,2023,September,google/gemma-2-9b-it,39.5,19.8,25.8,45.2,35.2,45.2,37.8,32.5,45.2,35.2
Aurangabad,Bihar,2023,October,google/gemma-2-9b-it,15.6,10.0,109.2,,43.2,45.2,15.2,37.2,35.2,38.5
Aurangabad,Bihar,2023,November,google/gemma-2-9b-it,45.2,12.5,43.2,16.0,35.2,35.0,35.0,35.2,48.7,10.0
Aurangabad,Bihar,2023,December,google/gemma-2-9b-it,35.2,35.2,100.0,25.0,40.2,35.2,35.2,45.2,45.3,25.0
Aurangabad,Maharashtra,2023,January,google/gemma-2-9b-it,48.2,68.3,46.8,49.7,55.6,55.6,29.0,68.2,47.2,46.8
Aurangabad,Maharashtra,2023,February,google/gemma-2-9b-it,58.0,57.0,48.3,62.7,38.7,35.2,48.0,45.3,48.0,41.8
Aurangabad,Maharashtra,2023,March,google/gemma-2-9b-it,50.8,44.8,44.2,37.5,47.8,45.7,70.5,39.8,49.7,44.3
Aurangabad,Maharashtra,2023,April,google/gemma-2-9b-it,48.2,48.0,45.2,36.7,39.7,57.2,47.8,46.2,58.3,48.2
